Customer Name,Customer Name (Orders$1),Customer Segment,Customer Segment (Orders$1),Order Date,Order Date (Orders$1),Order ID,Order ID (Orders$1),Order Priority,Order Priority (Orders$1),Product Category,Product Category (Orders$1),Product Container,Product Container (Orders$1),Product Name,Product Name (Orders$1),Product Sub-Category,Product Sub-Category (Orders$1),Province,Province (Orders$1),Region,Region (Orders$1),Row ID,Row ID (Orders$1),Ship Date,Ship Date (Orders$1),Ship Mode,Ship Mode (Orders$1),Antecedent All Order IDs,Co-occurance Order IDs,Consequent All Order IDs,Discount,Discount (Orders$1),Donut,Number of Records,One,Order Quantity,Order Quantity (Orders$1),Product Base Margin,Product Base Margin (Orders$1),Profit,Profit (Orders$1),Sales,Sales (Orders$1),Shipping Cost,Shipping Cost (Orders$1),Unit Price,Unit Price (Orders$1)
John Dryer,John Dryer,Corporate,Corporate,1/20/2010 12:00:00 AM,1/20/2010 12:00:00 AM,25155,25155,Low,Low,Office Supplies,Furniture,Small Box,Large Box,Xerox 1952,Luxo Economy Swing Arm Lamp,Paper,Office Furnishings,Saskachewan,Saskachewan,Prarie,Prarie,3536,3534,1/25/2010 12:00:00 AM,1/27/2010 12:00:00 AM,Express Air,Regular Air,,,,0.01,0,0,1,1,3,48,0.38,0.57,-1.74,-180.45,30.37,1038.99,5.49,14.87,4.98,19.94
John Dryer,John Dryer,Corporate,Corporate,1/20/2010 12:00:00 AM,1/20/2010 12:00:00 AM,25155,25155,Low,Low,Office Supplies,Furniture,Wrap Bag,Large Box,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Luxo Economy Swing Arm Lamp,Paper,Office Furnishings,Saskachewan,Saskachewan,Prarie,Prarie,3535,3534,1/27/2010 12:00:00 AM,1/27/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.08,0,0,1,1,17,48,0.36,0.57,6.99,-180.45,114.01,1038.99,3.1,14.87,6.69,19.94
John Dryer,John Dryer,Corporate,Corporate,1/20/2010 12:00:00 AM,1/20/2010 12:00:00 AM,25155,25155,Low,Low,Furniture,Office Supplies,Large Box,Wrap Bag,Luxo Economy Swing Arm Lamp,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Office Furnishings,Paper,Saskachewan,Saskachewan,Prarie,Prarie,3534,3535,1/27/2010 12:00:00 AM,1/27/2010 12:00:00 AM,Regular Air,Regular Air,,,,0,0.08,0,1,1,48,17,0.57,0.36,-180.45,6.99,1038.99,114.01,14.87,3.1,19.94,6.69
Tamara Chand,Tamara Chand,Consumer,Consumer,1/22/2010 12:00:00 AM,1/22/2010 12:00:00 AM,640,640,High,High,Office Supplies,Furniture,Small Box,Jumbo Box,Xerox 1939,O'Sullivan Living Dimensions 2-Shelf Bookcases,Paper,Bookcases,Ontario,Ontario,Ontario,Ontario,102,101,1/23/2010 12:00:00 AM,1/23/2010 12:00:00 AM,Regular Air,Delivery Truck,,,,0.01,0.02,0,1,1,24,39,0.37,0.75,29.42,-1153.9,464.77,4913.69,9.54,58.64,18.97,120.98
Tamara Chand,Tamara Chand,Consumer,Consumer,1/22/2010 12:00:00 AM,1/22/2010 12:00:00 AM,640,640,High,High,Furniture,Office Supplies,Jumbo Box,Small Box,O'Sullivan Living Dimensions 2-Shelf Bookcases,Xerox 1939,Bookcases,Paper,Ontario,Ontario,Ontario,Ontario,101,102,1/23/2010 12:00:00 AM,1/23/2010 12:00:00 AM,Delivery Truck,Regular Air,,,,0.02,0.01,0,1,1,39,24,0.75,0.37,-1153.9,29.42,4913.69,464.77,58.64,9.54,120.98,18.97
Barbara Fisher,Barbara Fisher,Small Business,Small Business,1/22/2010 12:00:00 AM,1/22/2010 12:00:00 AM,35812,35812,Critical,Critical,Office Supplies,Furniture,Small Box,Jumbo Drum,Xerox 1938,Hon Comfortask® Task/Swivel Chairs,Paper,Chairs & Chairmats,British Columbia,British Columbia,West,West,5021,5019,1/24/2010 12:00:00 AM,1/24/2010 12:00:00 AM,Regular Air,Delivery Truck,,,,0.08,0.08,0,1,1,19,24,0.37,0.69,307.64,-112.62,851.52,2722.85,5.86,30,47.9,113.98
Barbara Fisher,Barbara Fisher,Small Business,Small Business,1/22/2010 12:00:00 AM,1/22/2010 12:00:00 AM,35812,35812,Critical,Critical,Technology,Furniture,Small Box,Jumbo Drum,Fellowes 17-key keypad for PS/2 interface,Hon Comfortask® Task/Swivel Chairs,Computer Peripherals,Chairs & Chairmats,British Columbia,British Columbia,West,West,5020,5019,1/24/2010 12:00:00 AM,1/24/2010 12:00:00 AM,Regular Air,Delivery Truck,,,,0.09,0.08,0,1,1,2,24,0.75,0.69,-147.81,-112.62,59.93,2722.85,4,30,30.73,113.98
Barbara Fisher,Barbara Fisher,Small Business,Small Business,1/22/2010 12:00:00 AM,1/22/2010 12:00:00 AM,35812,35812,Critical,Critical,Furniture,Office Supplies,Jumbo Drum,Small Box,Hon Comfortask® Task/Swivel Chairs,Xerox 1938,Chairs & Chairmats,Paper,British Columbia,British Columbia,West,West,5019,5021,1/24/2010 12:00:00 AM,1/24/2010 12:00:00 AM,Delivery Truck,Regular Air,,,,0.08,0.08,0,1,1,24,19,0.69,0.37,-112.62,307.64,2722.85,851.52,30,5.86,113.98,47.9
Barbara Fisher,Barbara Fisher,Small Business,Small Business,1/22/2010 12:00:00 AM,1/22/2010 12:00:00 AM,35812,35812,Critical,Critical,Technology,Office Supplies,Small Box,Small Box,Fellowes 17-key keypad for PS/2 interface,Xerox 1938,Computer Peripherals,Paper,British Columbia,British Columbia,West,West,5020,5021,1/24/2010 12:00:00 AM,1/24/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.09,0.08,0,1,1,2,19,0.75,0.37,-147.81,307.64,59.93,851.52,4,5.86,30.73,47.9
Barbara Fisher,Barbara Fisher,Small Business,Small Business,1/22/2010 12:00:00 AM,1/22/2010 12:00:00 AM,35812,35812,Critical,Critical,Furniture,Technology,Jumbo Drum,Small Box,Hon Comfortask® Task/Swivel Chairs,Fellowes 17-key keypad for PS/2 interface,Chairs & Chairmats,Computer Peripherals,British Columbia,British Columbia,West,West,5019,5020,1/24/2010 12:00:00 AM,1/24/2010 12:00:00 AM,Delivery Truck,Regular Air,,,,0.08,0.09,0,1,1,24,2,0.69,0.75,-112.62,-147.81,2722.85,59.93,30,4,113.98,30.73
Barbara Fisher,Barbara Fisher,Small Business,Small Business,1/22/2010 12:00:00 AM,1/22/2010 12:00:00 AM,35812,35812,Critical,Critical,Office Supplies,Technology,Small Box,Small Box,Xerox 1938,Fellowes 17-key keypad for PS/2 interface,Paper,Computer Peripherals,British Columbia,British Columbia,West,West,5021,5020,1/24/2010 12:00:00 AM,1/24/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.08,0.09,0,1,1,19,2,0.37,0.75,307.64,-147.81,851.52,59.93,5.86,4,47.9,30.73
Ted Butterfield,Ted Butterfield,Corporate,Corporate,1/24/2010 12:00:00 AM,1/24/2010 12:00:00 AM,38048,38048,High,High,Furniture,Technology,Medium Box,Small Box,DAX Cubicle Frames - 8x10,2190,Office Furnishings,Telephones and Communication,Quebec,Quebec,Quebec,Quebec,5353,5352,1/25/2010 12:00:00 AM,1/24/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.05,0.1,0,1,1,47,42,0.55,0.56,-136.84,478.107,279.01,2252.262,5.92,5.63,5.77,65.99
Ted Butterfield,Ted Butterfield,Corporate,Corporate,1/24/2010 12:00:00 AM,1/24/2010 12:00:00 AM,38048,38048,High,High,Technology,Furniture,Small Box,Medium Box,2190,DAX Cubicle Frames - 8x10,Telephones and Communication,Office Furnishings,Quebec,Quebec,Quebec,Quebec,5352,5353,1/24/2010 12:00:00 AM,1/25/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.1,0.05,0,1,1,42,47,0.56,0.55,478.107,-136.84,2252.262,279.01,5.63,5.92,65.99,5.77
Maribeth Dona,Maribeth Dona,Home Office,Home Office,1/25/2010 12:00:00 AM,1/25/2010 12:00:00 AM,2305,2305,High,High,Office Supplies,Office Supplies,Small Box,Small Box,Xerox 1923,Iceberg Mobile Mega Data/Printer Cart ®,Paper,Storage & Organization,British Columbia,Quebec,West,Quebec,336,337,1/26/2010 12:00:00 AM,1/25/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.01,0.01,0,1,1,1,11,0.37,0.59,-9.08,141.31,12.41,1382.8,5.66,19.99,6.68,120.33
Maribeth Dona,Maribeth Dona,Home Office,Home Office,1/25/2010 12:00:00 AM,1/25/2010 12:00:00 AM,2305,2305,High,High,Furniture,Office Supplies,Jumbo Box,Small Box,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Iceberg Mobile Mega Data/Printer Cart ®,Bookcases,Storage & Organization,British Columbia,Quebec,West,Quebec,335,337,1/27/2010 12:00:00 AM,1/25/2010 12:00:00 AM,Delivery Truck,Regular Air,,,,0.1,0.01,0,1,1,33,11,0.78,0.59,-1578.26,141.31,3116.47,1382.8,57.38,19.99,100.98,120.33
Maribeth Dona,Maribeth Dona,Home Office,Home Office,1/25/2010 12:00:00 AM,1/25/2010 12:00:00 AM,2305,2305,High,High,Office Supplies,Office Supplies,Small Box,Small Box,Iceberg Mobile Mega Data/Printer Cart ®,Xerox 1923,Storage & Organization,Paper,Quebec,British Columbia,Quebec,West,337,336,1/25/2010 12:00:00 AM,1/26/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.01,0.01,0,1,1,11,1,0.59,0.37,141.31,-9.08,1382.8,12.41,19.99,5.66,120.33,6.68
Carl Jackson,Carl Jackson,Home Office,Home Office,1/25/2010 12:00:00 AM,1/25/2010 12:00:00 AM,14819,14819,Not Specified,Not Specified,Office Supplies,Furniture,Small Box,Jumbo Box,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Appliances,Bookcases,Northwest Territories,Northwest Territories,Northwest Territories,Northwest Territories,2070,2071,1/27/2010 12:00:00 AM,1/26/2010 12:00:00 AM,Regular Air,Delivery Truck,14819,,,0.09,0.07,0,1,1,48,27,0.55,0.61,3122.78,-478.22,9062.73,1584.1,0.99,36.61,207.48,58.14
Maribeth Dona,Maribeth Dona,Home Office,Home Office,1/25/2010 12:00:00 AM,1/25/2010 12:00:00 AM,2305,2305,High,High,Furniture,Office Supplies,Jumbo Box,Small Box,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Xerox 1923,Bookcases,Paper,British Columbia,British Columbia,West,West,335,336,1/27/2010 12:00:00 AM,1/26/2010 12:00:00 AM,Delivery Truck,Regular Air,,,,0.1,0.01,0,1,1,33,1,0.78,0.37,-1578.26,-9.08,3116.47,12.41,57.38,5.66,100.98,6.68
Maribeth Dona,Maribeth Dona,Home Office,Home Office,1/25/2010 12:00:00 AM,1/25/2010 12:00:00 AM,2305,2305,High,High,Office Supplies,Furniture,Small Box,Jumbo Box,Iceberg Mobile Mega Data/Printer Cart ®,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Storage & Organization,Bookcases,Quebec,British Columbia,Quebec,West,337,335,1/25/2010 12:00:00 AM,1/27/2010 12:00:00 AM,Regular Air,Delivery Truck,,,,0.01,0.1,0,1,1,11,33,0.59,0.78,141.31,-1578.26,1382.8,3116.47,19.99,57.38,120.33,100.98
Maribeth Dona,Maribeth Dona,Home Office,Home Office,1/25/2010 12:00:00 AM,1/25/2010 12:00:00 AM,2305,2305,High,High,Office Supplies,Furniture,Small Box,Jumbo Box,Xerox 1923,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Paper,Bookcases,British Columbia,British Columbia,West,West,336,335,1/26/2010 12:00:00 AM,1/27/2010 12:00:00 AM,Regular Air,Delivery Truck,,,,0.01,0.1,0,1,1,1,33,0.37,0.78,-9.08,-1578.26,12.41,3116.47,5.66,57.38,6.68,100.98
Carl Jackson,Carl Jackson,Home Office,Home Office,1/25/2010 12:00:00 AM,1/25/2010 12:00:00 AM,14819,14819,Not Specified,Not Specified,Furniture,Office Supplies,Jumbo Box,Small Box,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Bookcases,Appliances,Northwest Territories,Northwest Territories,Northwest Territories,Northwest Territories,2071,2070,1/26/2010 12:00:00 AM,1/27/2010 12:00:00 AM,Delivery Truck,Regular Air,,,,0.07,0.09,0,1,1,27,48,0.61,0.55,-478.22,3122.78,1584.1,9062.73,36.61,0.99,58.14,207.48
Delfina Latchford,Delfina Latchford,Small Business,Small Business,1/26/2010 12:00:00 AM,1/26/2010 12:00:00 AM,27680,27680,Critical,Critical,Office Supplies,Office Supplies,Small Box,Small Box,Xerox 21,Belkin 6 Outlet Metallic Surge Strip,Paper,Appliances,Northwest Territories,Northwest Territories,Northwest Territories,Northwest Territories,3874,3873,1/27/2010 12:00:00 AM,1/27/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.01,0.1,0,1,1,19,32,0.37,0.59,-46.89,-46.98,137.02,324.4,6.6,4.5,6.48,10.89
Delfina Latchford,Delfina Latchford,Small Business,Small Business,1/26/2010 12:00:00 AM,1/26/2010 12:00:00 AM,27680,27680,Critical,Critical,Office Supplies,Office Supplies,Small Box,Small Box,Belkin 6 Outlet Metallic Surge Strip,Xerox 21,Appliances,Paper,Northwest Territories,Northwest Territories,Northwest Territories,Northwest Territories,3873,3874,1/27/2010 12:00:00 AM,1/27/2010 12:00:00 AM,Regular Air,Regular Air,27680,,,0.1,0.01,0,1,1,32,19,0.59,0.37,-46.98,-46.89,324.4,137.02,4.5,6.6,10.89,6.48
Edward Nazzal,Edward Nazzal,Home Office,Home Office,1/28/2010 12:00:00 AM,1/28/2010 12:00:00 AM,5381,5381,Low,Low,Office Supplies,Furniture,Wrap Bag,Medium Box,"Ampad® Evidence® Wirebond Steno Books, 6"" x 9""","Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Paper,Office Furnishings,Ontario,Ontario,Ontario,Ontario,751,750,2/4/2010 12:00:00 AM,2/4/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.09,0.07,0,1,1,27,47,0.38,0.65,-149.93,1545.09,63.87,4888.14,7.09,5.81,2.18,107.53
Edward Nazzal,Edward Nazzal,Home Office,Home Office,1/28/2010 12:00:00 AM,1/28/2010 12:00:00 AM,5381,5381,Low,Low,Furniture,Office Supplies,Medium Box,Wrap Bag,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""","Ampad® Evidence® Wirebond Steno Books, 6"" x 9""",Office Furnishings,Paper,Ontario,Ontario,Ontario,Ontario,750,751,2/4/2010 12:00:00 AM,2/4/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.07,0.09,0,1,1,47,27,0.65,0.38,1545.09,-149.93,4888.14,63.87,5.81,7.09,107.53,2.18
Adam Hart,Adam Hart,Corporate,Corporate,1/30/2010 12:00:00 AM,1/30/2010 12:00:00 AM,52196,52196,Not Specified,Not Specified,Technology,Office Supplies,Small Box,Small Box,StarTAC Series,Avery 481,Telephones and Communication,Labels,British Columbia,British Columbia,West,West,7324,7323,2/1/2010 12:00:00 AM,1/31/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.08,0.08,0,1,1,10,1,0.55,0.37,-97.196,-1.36,547.0005,3.85,3.9,0.99,65.99,3.08
Adam Hart,Adam Hart,Corporate,Corporate,1/30/2010 12:00:00 AM,1/30/2010 12:00:00 AM,52196,52196,Not Specified,Not Specified,Office Supplies,Technology,Small Box,Small Box,Avery 481,StarTAC Series,Labels,Telephones and Communication,British Columbia,British Columbia,West,West,7323,7324,1/31/2010 12:00:00 AM,2/1/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.08,0.08,0,1,1,1,10,0.37,0.55,-1.36,-97.196,3.85,547.0005,0.99,3.9,3.08,65.99
Rick Duston,Rick Duston,Corporate,Corporate,1/31/2010 12:00:00 AM,1/31/2010 12:00:00 AM,14375,14375,Medium,Medium,Office Supplies,Office Supplies,Small Box,Small Box,Xerox 1978,Airmail Envelopes,Paper,Envelopes,British Columbia,Nova Scotia,West,Atlantic,2014,2015,2/1/2010 12:00:00 AM,2/1/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.07,0.1,0,1,1,7,50,0.36,0.38,-21.77,1110.35,44.05,3872.38,5.67,19.99,5.78,83.93
Rick Duston,Rick Duston,Corporate,Corporate,1/31/2010 12:00:00 AM,1/31/2010 12:00:00 AM,14375,14375,Medium,Medium,Office Supplies,Office Supplies,Small Box,Small Box,Airmail Envelopes,Xerox 1978,Envelopes,Paper,Nova Scotia,British Columbia,Atlantic,West,2015,2014,2/1/2010 12:00:00 AM,2/1/2010 12:00:00 AM,Regular Air,Regular Air,,,,0.1,0.07,0,1,1,50,7,0.38,0.36,1110.35,-21.77,3872.38,44.05,19.99,5.67,83.93,5.78
Jonathan Doherty,Jonathan Doherty,Corporate,Corporate,1/31/2010 12:00:00 AM,1/31/2010 12:00:00 AM,50304,50304,Critical,Critical,Office Supplies,Furniture,Small Box,Jumbo Box,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Anderson Hickey Conga Table Tops & Accessories,Envelopes,Tables,Saskachewan,Saskachewan,Prarie,Prarie,7044,7045,2/2/2010 12:00:00 AM,2/2/2010 12:00:00 AM,Regular Air,Delivery Truck,,,,0.04,0.05,0,1,1,22,3,0.4,0.76,239.94,-60.74,887.98,72.46,9.83,27.75,39.98,15.23
Jonathan Doherty,Jonathan Doherty,Corporate,Corporate,1/31/2010 12:00:00 AM,1/31/2010 12:00:00 AM,50304,50304,Critical,Critical,Furniture,Office Supplies,Jumbo Box,Small Box,Anderson Hickey Conga Table Tops & Accessories,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Tables,Envelopes,Saskachewan,Saskachewan,Prarie,Prarie,7045,7044,2/2/2010 12:00:00 AM,2/2/2010 12:00:00 AM,Delivery Truck,Regular Air,,,,0.05,0.04,0,1,1,3,22,0.76,0.4,-60.74,239.94,72.46,887.98,27.75,9.83,15.23,39.98
Matt Collister,Matt Collister,Home Office,Home Office,2/1/2010 12:00:00 AM,2/1/2010 12:00:00 AM,48642,48642,High,High,Technology,Office Supplies,Small Box,Wrap Bag,T60,Newell 338,Telephones and Communication,Pens & Art Supplies,Quebec,Quebec,Quebec,Quebec,6830,6829,2/1/2010 12:00:00 AM,2/1/2010 12:00:00 AM,Express Air,Regular Air,,,,0.05,0,0,1,1,50,36,0.56,0.58,1332.909,19.36,4159.628,111.83,4.9,0.7,95.99,2.94
Matt Collister,Matt Collister,Home Office,Home Office,2/1/2010 12:00:00 AM,2/1/2010 12:00:00 AM,48642,48642,High,High,Office Supplies,Technology,Wrap Bag,Small Box,Newell 338,T60,Pens & Art Supplies,Telephones and Communication,Quebec,Quebec,Quebec,Quebec,6829,6830,2/1/2010 12:00:00 AM,2/1/2010 12:00:00 AM,Regular Air,Express Air,,,,0,0.05,0,1,1,36,50,0.58,0.56,19.36,1332.909,111.83,4159.628,0.7,4.9,2.94,95.99
Matt Collister,Matt Collister,Home Office,Home Office,2/1/2010 12:00:00 AM,2/1/2010 12:00:00 AM,48642,48642,High,High,Technology,Office Supplies,Small Box,Wrap Bag,Logitech Cordless Elite Duo,Newell 338,Computer Peripherals,Pens & Art Supplies,Ontario,Quebec,Ontario,Quebec,6832,6829,2/2/2010 12:00:00 AM,2/1/2010 12:00:00 AM,Express Air,Regular Air,,,,0.02,0,0,1,1,5,36,0.4,0.58,-122.09,19.36,519.69,111.83,7.18,0.7,100.98,2.94
Matt Collister,Matt Collister,Home Office,Home Office,2/1/2010 12:00:00 AM,2/1/2010 12:00:00 AM,48642,48642,High,High,Technology,Technology,Small Box,Small Box,Logitech Cordless Elite Duo,T60,Computer Peripherals,Telephones and Communication,Ontario,Quebec,Ontario,Quebec,6832,6830,2/2/2010 12:00:00 AM,2/1/2010 12:00:00 AM,Express Air,Express Air,,,,0.02,0.05,0,1,1,5,50,0.4,0.56,-122.09,1332.909,519.69,4159.628,7.18,4.9,100.98,95.99
Matt Collister,Matt Collister,Home Office,Home Office,2/1/2010 12:00:00 AM,2/1/2010 12:00:00 AM,48642,48642,High,High,Office Supplies,Office Supplies,Small Box,Wrap Bag,Staples 4 Outlet Surge Protector,Newell 338,Appliances,Pens & Art Supplies,Ontario,Quebec,Ontario,Quebec,6831,6829,2/3/2010 12:00:00 AM,2/1/2010 12:00:00 AM,Regular Air,Regular Air,48642,,,0.06,0,0,1,1,4,36,0.58,0.58,-13.72,19.36,37.73,111.83,3.5,0.7,8.67,2.94
Matt Collister,Matt Collister,Home Office,Home Office,2/1/2010 12:00:00 AM,2/1/2010 12:00:00 AM,48642,48642,High,High,Office Supplies,Technology,Small Box,Small Box,Staples 4 Outlet Surge Protector,T60,Appliances,Telephones and Communication,Ontario,Quebec,Ontario,Quebec,6831,6830,2/3/2010 12:00:00 AM,2/1/2010 12:00:00 AM,Regular Air,Express Air,48642,,,0.06,0.05,0,1,1,4,50,0.58,0.56,-13.72,1332.909,37.73,4159.628,3.5,4.9,8.67,95.99
Matt Collister,Matt Collister,Home Office,Home Office,2/1/2010 12:00:00 AM,2/1/2010 12:00:00 AM,48642,48642,High,High,Office Supplies,Technology,Wrap Bag,Small Box,Newell 338,Logitech Cordless Elite Duo,Pens & Art Supplies,Computer Peripherals,Quebec,Ontario,Quebec,Ontario,6829,6832,2/1/2010 12:00:00 AM,2/2/2010 12:00:00 AM,Regular Air,Express Air,,,,0,0.02,0,1,1,36,5,0.58,0.4,19.36,-122.09,111.83,519.69,0.7,7.18,2.94,100.98
Matt Collister,Matt Collister,Home Office,Home Office,2/1/2010 12:00:00 AM,2/1/2010 12:00:00 AM,48642,48642,High,High,Technology,Technology,Small Box,Small Box,T60,Logitech Cordless Elite Duo,Telephones and Communication,Computer Peripherals,Quebec,Ontario,Quebec,Ontario,6830,6832,2/1/2010 12:00:00 AM,2/2/2010 12:00:00 AM,Express Air,Express Air,,,,0.05,0.02,0,1,1,50,5,0.56,0.4,1332.909,-122.09,4159.628,519.69,4.9,7.18,95.99,100.98
Matt Collister,Matt Collister,Home Office,Home Office,2/1/2010 12:00:00 AM,2/1/2010 12:00:00 AM,48642,48642,High,High,Office Supplies,Technology,Small Box,Small Box,Staples 4 Outlet Surge Protector,Logitech Cordless Elite Duo,Appliances,Computer Peripherals,Ontario,Ontario,Ontario,Ontario,6831,6832,2/3/2010 12:00:00 AM,2/2/2010 12:00:00 AM,Regular Air,Express Air,48642,,,0.06,0.02,0,1,1,4,5,0.58,0.4,-13.72,-122.09,37.73,519.69,3.5,7.18,8.67,100.98
Matt Collister,Matt Collister,Home Office,Home Office,2/1/2010 12:00:00 AM,2/1/2010 12:00:00 AM,48642,48642,High,High,Office Supplies,Office Supplies,Wrap Bag,Small Box,Newell 338,Staples 4 Outlet Surge Protector,Pens & Art Supplies,Appliances,Quebec,Ontario,Quebec,Ontario,6829,6831,2/1/2010 12:00:00 AM,2/3/2010 12:00:00 AM,Regular Air,Regular Air,,,,0,0.06,0,1,1,36,4,0.58,0.58,19.36,-13.72,111.83,37.73,0.7,3.5,2.94,8.67
Matt Collister,Matt Collister,Home Office,Home Office,2/1/2010 12:00:00 AM,2/1/2010 12:00:00 AM,48642,48642,High,High,Technology,Office Supplies,Small Box,Small Box,T60,Staples 4 Outlet Surge Protector,Telephones and Communication,Appliances,Quebec,Ontario,Quebec,Ontario,6830,6831,2/1/2010 12:00:00 AM,2/3/2010 12:00:00 AM,Express Air,Regular Air,,,,0.05,0.06,0,1,1,50,4,0.56,0.58,1332.909,-13.72,4159.628,37.73,4.9,3.5,95.99,8.67
Matt Collister,Matt Collister,Home Office,Home Office,2/1/2010 12:00:00 AM,2/1/2010 12:00:00 AM,48642,48642,High,High,Technology,Office Supplies,Small Box,Small Box,Logitech Cordless Elite Duo,Staples 4 Outlet Surge Protector,Computer Peripherals,Appliances,Ontario,Ontario,Ontario,Ontario,6832,6831,2/2/2010 12:00:00 AM,2/3/2010 12:00:00 AM,Express Air,Regular Air,,,,0.02,0.06,0,1,1,5,4,0.4,0.58,-122.09,-13.72,519.69,37.73,7.18,3.5,100.98,8.67
Claudia Miner,Claudia Miner,Small Business,Small Business,2/2/2010 12:00:00 AM,2/2/2010 12:00:00 AM,43781,43781,Not Specified,Not Specified,Office Supplies,Office Supplies,Small Box,Small Box,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets","White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Binders and Binder Accessories,Envelopes,Northwest Territories,Northwest Territories,Northwest Territories,Northwest Territories,6177,6176,2/3/2010 12:00:00 AM,2/2/2010 12:00:00 AM,Express Air,Regular Air,,,,0.02,0.05,0,1,1,21,45,0.36,0.35,393.4055,240.41,917.39,497.14,2.99,1.39,40.98,10.94
Dennis Pardue,Dennis Pardue,Corporate,Corporate,2/2/2010 12:00:00 AM,2/2/2010 12:00:00 AM,18307,18307,Low,Low,Office Supplies,Office Supplies,Small Box,Wrap Bag,Southworth 25% Cotton Premium Laser Paper and Envelopes,SANFORD Major Accent™ Highlighters,Paper,Pens & Art Supplies,Saskachewan,Saskachewan,Prarie,Prarie,2518,2519,2/6/2010 12:00:00 AM,2/2/2010 12:00:00 AM,Express Air,Regular Air,,,,0.08,0.03,0,1,1,23,34,0.37,0.47,32.36,37.99,441.99,245.19,8.68,2.35,19.98,7.08
Claudia Miner,Claudia Miner,Small Business,Small Business,2/2/2010 12:00:00 AM,2/2/2010 12:00:00 AM,43781,43781,Not Specified,Not Specified,Office Supplies,Office Supplies,Small Box,Small Box,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes","Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Envelopes,Binders and Binder Accessories,Northwest Territories,Northwest Territories,Northwest Territories,Northwest Territories,6176,6177,2/2/2010 12:00:00 AM,2/3/2010 12:00:00 AM,Regular Air,Express Air,,,43781,0.05,0.02,0,1,1,45,21,0.35,0.36,240.41,393.4055,497.14,917.39,1.39,2.99,10.94,40.98
Erica Smith,Erica Smith,Small Business,Small Business,2/2/2010 12:00:00 AM,2/2/2010 12:00:00 AM,32164,32164,Not Specified,Not Specified,Office Supplies,Furniture,Small Box,Jumbo Box,Xerox 1899,Hon 94000 Series Round Tables,Paper,Tables,Alberta,Alberta,West,West,4518,4520,2/3/2010 12:00:00 AM,2/3/2010 12:00:00 AM,Regular Air,Delivery Truck,,,,0.02,0.1,0,1,1,12,23,0.36,0.76,-19.04,-461.45,77.01,6552.9,4.96,54.12,5.78,296.18
Erica Smith,Erica Smith,Small Business,Small Business,2/2/2010 12:00:00 AM,2/2/2010 12:00:00 AM,32164,32164,Not Specified,Not Specified,Office Supplies,Furniture,Wrap Bag,Jumbo Box,Newell 337,Hon 94000 Series Round Tables,Pens & Art Supplies,Tables,Alberta,Alberta,West,West,4519,4520,2/3/2010 12:00:00 AM,2/3/2010 12:00:00 AM,Regular Air,Delivery Truck,,,,0.07,0.1,0,1,1,34,23,0.56,0.76,-92.16,-461.45,111.83,6552.9,3.97,54.12,3.28,296.18
